Trade #,Type,Signal,Date/Time,Price,Contracts,Profit €,Profit %,Cum. Profit €,Cum. Profit %,Run-up €,Run-up %,Drawdown €,Drawdown %
1,Entry Short,Short,2021-05-17 21:20,2.1682,18,0.63,1.76,0.63,15.65,0.64,1.72,0.11,0.2
1,Exit Short,Short Exit,2021-05-17 21:35,2.1317,18,0.63,1.76,0.63,15.65,0.64,1.72,0.11,0.2
2,Entry Long,Long,2021-05-17 22:05,2.1446,18,-0.17,-0.44,0.45,-3.7,0.04,0.11,0.25,0.66
2,Exit Long,Long Exit,2021-05-17 22:10,2.1368,18,-0.17,-0.44,0.45,-3.7,0.04,0.11,0.25,0.66
3,Entry Short,Short,2021-05-18 09:00,2.0309,19,-0.26,-0.52,0.19,-5.9,0.54,1.48,0.27,0.61
3,Exit Short,Short Exit,2021-05-18 09:05,2.0431,19,-0.26,-0.52,0.19,-5.9,0.54,1.48,0.27,0.61
4,Entry Long,Long,2021-05-18 18:40,2.0941,19,0.27,0.69,0.47,6.53,0.29,0.73,0.20,0.5
4,Exit Long,Long Exit,2021-05-18 19:10,2.1102,19,0.27,0.69,0.47,6.53,0.29,0.73,0.20,0.5
5,Entry Long,Long,2021-05-18 23:30,2.0065,19,-0.47,-1.22,0.001,-10.42,0.08,0.2,0.49,1.28
5,Exit Long,Long Exit,2021-05-18 23:35,1.9836,19,-0.47,-1.22,0.001,-10.42,0.08,0.2,0.49,1.28
6,Entry Short,Short,2021-05-19 00:40,2.0095,19,0.51,1.48,0.51,12.63,0.52,1.44,0.28,0.64
6,Exit Short,Short Exit,2021-05-19 01:10,1.9813,19,0.51,1.48,0.51,12.63,0.52,1.44,0.28,0.64
7,Entry Long,Long,2021-05-19 04:55,2.0299,19,-0.14,-0.37,0.36,-3.17,0.12,0.3,0.13,0.33
7,Exit Long,Long Exit,2021-05-19 05:00,2.0240,19,-0.14,-0.37,0.36,-3.17,0.12,0.3,0.13,0.33
8,Entry Long,Long,2021-05-19 07:05,2.0015,19,0.07,0.17,0.43,1.52,0.12,0.31,0.12,0.3
8,Exit Long,Long Exit,2021-05-19 07:10,2.0066,19,0.07,0.17,0.43,1.52,0.12,0.31,0.12,0.3
9,Entry Short,Short,2021-05-19 07:55,2.0155,19,0.41,1.22,0.84,9.18,0.42,1.18,0.09,0.14
9,Exit Short,Short Exit,2021-05-19 08:00,1.9925,19,0.41,1.22,0.84,9.18,0.42,1.18,0.09,0.14
10,Entry Short,Short,2021-05-19 09:35,2.0038,19,0.28,0.88,1.11,5.7,0.29,0.84,0.13,0.26
10,Exit Short,Short Exit,2021-05-19 09:45,1.9877,19,0.28,0.88,1.11,5.7,0.29,0.84,0.13,0.26
11,Entry Long,Long,2021-05-19 12:25,1.8512,21,-0.83,-2.13,0.28,-16.17,0.40,1.03,0.81,2.09
11,Exit Long,Long Exit,2021-05-19 13:05,1.8133,21,-0.83,-2.13,0.28,-16.17,0.40,1.03,0.81,2.09
12,Entry Short,Short,2021-05-19 14:40,1.7143,23,-1.30,-3.14,-1.02,-30.38,0.47,1.27,1.29,3.18
12,Exit Short,Short Exit,2021-05-19 15:10,1.7695,23,-1.30,-3.14,-1.02,-30.38,0.47,1.27,1.29,3.18
13,Entry Short,Short,2021-05-19 15:25,1.7461,22,0.53,1.53,-0.49,17.63,0.54,1.49,0.27,0.62
13,Exit Short,Short Exit,2021-05-19 15:45,1.7208,22,0.53,1.53,-0.49,17.63,0.54,1.49,0.27,0.62
14,Entry Long,Long,2021-05-19 20:05,1.6930,23,-0.40,-1.02,-0.89,-11.37,0.32,0.82,0.38,0.99
14,Exit Long,Long Exit,2021-05-19 20:10,1.6770,23,-0.40,-1.02,-0.89,-11.37,0.32,0.82,0.38,0.99
15,Entry Long,Long,2021-05-20 09:15,1.5426,25,-1.12,-2.91,-2.01,-36.02,0.36,0.95,1.11,2.87
15,Exit Long,Long Exit,2021-05-20 09:20,1.4990,25,-1.12,-2.91,-2.01,-36.02,0.36,0.95,1.11,2.87
16,Entry Short,Short,2021-05-21 14:55,1.7269,23,0.28,0.87,-1.73,14.13,0.54,1.45,0.02,0
16,Exit Short,Short Exit,2021-05-21 15:00,1.7133,23,0.28,0.87,-1.73,14.13,0.54,1.45,0.02,0
17,Entry Long,Long,2021-05-21 15:30,1.7039,23,0.56,1.44,-1.16,24.84,0.64,1.64,0.03,0.08
17,Exit Long,Long Exit,2021-05-21 15:35,1.7298,23,0.56,1.44,-1.16,24.84,0.64,1.64,0.03,0.08
18,Entry Short,Short,2021-05-21 16:15,1.7147,23,0.64,1.78,-0.53,22.5,0.65,1.74,0.28,0.64
18,Exit Short,Short Exit,2021-05-21 17:05,1.6856,23,0.64,1.78,-0.53,22.5,0.65,1.74,0.28,0.64
19,Entry Short,Short,2021-05-21 21:20,1.7038,23,0.27,0.84,-0.26,7.71,0.28,0.8,0.08,0.14
19,Exit Short,Short Exit,2021-05-21 21:25,1.6908,23,0.27,0.84,-0.26,7.71,0.28,0.8,0.08,0.14
20,Entry Long,Long,2021-05-21 22:15,1.6788,23,0.34,0.88,0.08,9.07,0.35,0.92,0.05,0.12
20,Exit Long,Long Exit,2021-05-21 22:20,1.6949,23,0.34,0.88,0.08,9.07,0.35,0.92,0.05,0.12
21,Entry Short,Short,2021-05-21 23:15,1.6708,23,1.18,3.22,1.26,28.85,1.67,4.42,0.25,0.56
21,Exit Short,Short Exit,2021-05-21 23:20,1.6183,23,1.18,3.22,1.26,28.85,1.67,4.42,0.25,0.56
22,Entry Long,Long,2021-05-22 00:00,1.5877,25,0.35,0.89,1.61,6.72,0.37,0.93,1.39,3.5
22,Exit Long,Long Exit,2021-05-22 00:05,1.6031,25,0.35,0.89,1.61,6.72,0.37,0.93,1.39,3.5
23,Entry Short,Short,2021-05-22 01:50,1.5831,25,0.65,1.8,2.26,11.56,0.74,1.96,0.25,0.55
23,Exit Short,Short Exit,2021-05-22 01:55,1.5559,25,0.65,1.8,2.26,11.56,0.74,1.96,0.25,0.55
24,Entry Short,Short,2021-05-22 03:10,1.5530,25,0.84,2.33,3.10,13.49,0.86,2.29,0.25,0.57
24,Exit Short,Short Exit,2021-05-22 03:20,1.5180,25,0.84,2.33,3.10,13.49,0.86,2.29,0.25,0.57
25,Entry Short,Short,2021-05-22 04:10,1.5450,25,0.64,1.82,3.75,9.04,0.66,1.78,0.56,1.38
25,Exit Short,Short Exit,2021-05-22 04:20,1.5181,25,0.64,1.82,3.75,9.04,0.66,1.78,0.56,1.38
26,Entry Long,Long,2021-05-22 05:35,1.4393,27,0.50,1.29,4.25,6.46,0.78,2.01,0.03,0.08
26,Exit Long,Long Exit,2021-05-22 05:40,1.4590,27,0.50,1.29,4.25,6.46,0.78,2.01,0.03,0.08
27,Entry Short,Short,2021-05-22 11:35,1.5545,25,0.63,1.79,4.88,7.69,0.65,1.75,0.14,0.28
27,Exit Short,Short Exit,2021-05-22 11:40,1.5279,25,0.63,1.79,4.88,7.69,0.65,1.75,0.14,0.28
28,Entry Long,Long,2021-05-22 14:40,1.4247,28,1.58,3.95,6.46,17.76,1.59,4,1.41,3.53
28,Exit Long,Long Exit,2021-05-22 17:15,1.4822,28,1.58,3.95,6.46,17.76,1.59,4,1.41,3.53
29,Entry Short,Short,2021-05-23 01:40,1.5325,26,0.65,1.79,7.11,6.21,0.67,1.75,0.41,0.94
29,Exit Short,Short Exit,2021-05-23 02:20,1.5063,26,0.65,1.79,7.11,6.21,0.67,1.75,0.41,0.94
30,Entry Long,Long,2021-05-23 03:50,1.4621,27,-0.75,-1.89,6.36,-6.72,0.47,1.2,0.73,1.85
30,Exit Long,Long Exit,2021-05-23 04:55,1.4356,27,-0.75,-1.89,6.36,-6.72,0.47,1.2,0.73,1.85
31,Entry Short,Short,2021-05-23 05:55,1.4853,26,0.08,0.38,6.44,0.81,0.11,0.38,0.04,0.03
31,Exit Short,Short Exit,2021-05-23 06:00,1.4809,26,0.08,0.38,6.44,0.81,0.11,0.38,0.04,0.03
32,Entry Short,Short,2021-05-23 08:30,1.4933,26,0.32,0.98,6.76,3.04,0.33,0.94,0.05,0.05
32,Exit Short,Short Exit,2021-05-23 08:35,1.4799,26,0.32,0.98,6.76,3.04,0.33,0.94,0.05,0.05
33,Entry Long,Long,2021-05-23 09:20,1.4901,26,0.93,2.41,7.69,8.67,0.95,2.45,0.24,0.61
33,Exit Long,Long Exit,2021-05-23 09:45,1.5272,26,0.93,2.41,7.69,8.67,0.95,2.45,0.24,0.61
34,Entry Short,Short,2021-05-23 13:00,1.4810,27,0.42,1.22,8.12,3.63,0.47,1.26,0.02,0
34,Exit Short,Short Exit,2021-05-23 13:05,1.4641,27,0.42,1.22,8.12,3.63,0.47,1.26,0.02,0
35,Entry Long,Long,2021-05-23 13:40,1.4710,27,0.29,0.74,8.41,2.41,0.34,0.85,0.02,0.05
35,Exit Long,Long Exit,2021-05-23 13:45,1.4830,27,0.29,0.74,8.41,2.41,0.34,0.85,0.02,0.05
36,Entry Long,Long,2021-05-23 14:40,1.4550,27,-0.40,-1.01,8.01,-3.21,0.24,0.61,0.38,0.97
36,Exit Long,Long Exit,2021-05-23 15:00,1.4414,27,-0.40,-1.01,8.01,-3.21,0.24,0.61,0.38,0.97
37,Entry Long,Long,2021-05-23 17:10,1.3672,29,-0.78,-1.96,7.24,-6.47,0.03,0.08,0.80,2.03
37,Exit Long,Long Exit,2021-05-23 17:15,1.3415,29,-0.78,-1.96,7.24,-6.47,0.03,0.08,0.80,2.03
38,Entry Long,Long,2021-05-23 17:35,1.3340,29,-0.16,-0.42,7.07,-1.44,0.55,1.43,0.29,0.74
38,Exit Long,Long Exit,2021-05-23 17:40,1.3295,29,-0.16,-0.42,7.07,-1.44,0.55,1.43,0.29,0.74
39,Entry Short,Short,2021-05-23 20:00,1.2799,31,1.10,2.92,8.17,9.91,1.11,2.88,1.05,2.55
39,Exit Short,Short Exit,2021-05-23 21:05,1.2435,31,1.10,2.92,8.17,9.91,1.11,2.88,1.05,2.55
40,Entry Short,Short,2021-05-23 23:20,1.1437,34,-1.04,-2.52,7.13,-8.56,0.07,0.26,1.03,2.56
40,Exit Short,Short Exit,2021-05-23 23:25,1.1734,34,-1.04,-2.52,7.13,-8.56,0.07,0.26,1.03,2.56
41,Entry Short,Short,2021-05-24 00:00,1.1939,33,0.86,2.35,7.99,7.75,0.88,2.31,0.19,0.4
41,Exit Short,Short Exit,2021-05-24 00:10,1.1668,33,0.86,2.35,7.99,7.75,0.88,2.31,0.19,0.4
42,Entry Short,Short,2021-05-24 00:40,1.1850,33,0.98,2.67,8.98,8.19,1.08,2.84,0.07,0.09
42,Exit Short,Short Exit,2021-05-24 00:45,1.1543,33,0.98,2.67,8.98,8.19,1.08,2.84,0.07,0.09
43,Entry Long,Long,2021-05-24 02:00,1.1130,35,1.95,4.99,10.92,14.99,2.20,5.66,0.18,0.46
43,Exit Long,Long Exit,2021-05-24 02:05,1.1695,35,1.95,4.99,10.92,14.99,2.20,5.66,0.18,0.46
44,Entry Short,Short,2021-05-24 02:35,1.1419,35,-0.88,-2.03,10.05,-5.87,0.03,0.15,0.86,2.07
44,Exit Short,Short Exit,2021-05-24 02:40,1.1660,35,-0.88,-2.03,10.05,-5.87,0.03,0.15,0.86,2.07
45,Entry Short,Short,2021-05-24 03:00,1.1520,34,1.24,3.33,11.29,8.86,1.39,3.63,0.04,0.03
45,Exit Short,Short Exit,2021-05-24 03:05,1.1145,34,1.24,3.33,11.29,8.86,1.39,3.63,0.04,0.03
46,Entry Short,Short,2021-05-24 03:45,1.1357,35,-0.84,-1.95,10.45,-5.5,0.68,1.79,0.82,1.99
46,Exit Short,Short Exit,2021-05-24 04:15,1.1588,35,-0.84,-1.95,10.45,-5.5,0.68,1.79,0.82,1.99
47,Entry Short,Short,2021-05-24 04:50,1.1509,34,-0.44,-0.95,10.01,-3.02,0.08,0.27,0.42,0.99
47,Exit Short,Short Exit,2021-05-24 04:55,1.1628,34,-0.44,-0.95,10.01,-3.02,0.08,0.27,0.42,0.99
48,Entry Long,Long,2021-05-25 13:50,1.5419,25,-0.57,-1.49,9.44,-4.09,0,0,0.56,1.45
48,Exit Long,Long Exit,2021-05-25 13:55,1.5202,25,-0.57,-1.49,9.44,-4.09,0,0,0.56,1.45
49,Entry Long,Long,2021-05-25 20:00,1.4775,27,0.65,1.62,10.09,4.82,0.73,1.83,0.02,0.05
49,Exit Long,Long Exit,2021-05-25 20:05,1.5027,27,0.65,1.62,10.09,4.82,0.73,1.83,0.02,0.05
50,Entry Long,Long,2021-05-25 20:45,1.4920,26,-1.02,-2.62,9.07,-7.21,0,0,1.00,2.58
50,Exit Long,Long Exit,2021-05-25 20:55,1.4541,26,-1.02,-2.62,9.07,-7.21,0,0,1.00,2.58
51,Entry Long,Long,2021-05-26 05:15,1.5177,26,-0.23,-0.59,8.84,-1.79,0.18,0.46,0.22,0.55
51,Exit Long,Long Exit,2021-05-26 05:30,1.5099,26,-0.23,-0.59,8.84,-1.79,0.18,0.46,0.22,0.55
52,Entry Long,Long,2021-05-27 00:45,1.7112,23,-0.35,-0.89,8.49,-2.73,0.16,0.41,0.35,0.89
52,Exit Long,Long Exit,2021-05-27 00:55,1.6973,23,-0.35,-0.89,8.49,-2.73,0.16,0.41,0.35,0.89
53,Entry Long,Long,2021-05-27 10:45,1.6692,23,-0.29,-0.74,8.20,-2.29,0.37,0.96,0.33,0.85
53,Exit Long,Long Exit,2021-05-27 10:50,1.6581,23,-0.29,-0.74,8.20,-2.29,0.37,0.96,0.33,0.85
54,Entry Long,Long,2021-05-27 12:35,1.6653,24,-0.73,-1.84,7.47,-6.02,0,0,0.72,1.8
54,Exit Long,Long Exit,2021-05-27 12:45,1.6360,24,-0.73,-1.84,7.47,-6.02,0,0,0.72,1.8
55,Entry Short,Short,2021-05-27 13:20,1.6400,24,-0.57,-1.3,6.89,-5.01,0,0.06,0.58,1.39
55,Exit Short,Short Exit,2021-05-27 13:30,1.6626,24,-0.57,-1.3,6.89,-5.01,0,0.06,0.58,1.39
56,Entry Long,Long,2021-05-28 01:40,1.6873,23,0.15,0.38,7.04,1.34,0.24,0.62,0.03,0.07
56,Exit Long,Long Exit,2021-05-28 01:45,1.6950,23,0.15,0.38,7.04,1.34,0.24,0.62,0.03,0.07
57,Entry Long,Long,2021-05-28 02:00,1.6995,23,0.13,0.32,7.16,1.13,0.14,0.36,0.09,0.23
57,Exit Long,Long Exit,2021-05-28 02:05,1.7063,23,0.13,0.32,7.16,1.13,0.14,0.36,0.09,0.23
58,Entry Short,Short,2021-05-28 02:40,1.7030,23,-0.17,-0.28,6.99,-1.54,0.09,0.3,0.16,0.32
58,Exit Short,Short Exit,2021-05-28 02:50,1.7091,23,-0.17,-0.28,6.99,-1.54,0.09,0.3,0.16,0.32
59,Entry Short,Short,2021-05-28 03:15,1.7056,23,0.10,0.4,7.09,0.87,0.24,0.7,0.02,0
59,Exit Short,Short Exit,2021-05-28 03:20,1.7001,23,0.10,0.4,7.09,0.87,0.24,0.7,0.02,0
60,Entry Short,Short,2021-05-28 07:10,1.6722,23,-0.30,-0.62,6.79,-2.71,0.20,0.6,0.28,0.66
60,Exit Short,Short Exit,2021-05-28 07:25,1.6839,23,-0.30,-0.62,6.79,-2.71,0.20,0.6,0.28,0.66
61,Entry Short,Short,2021-05-28 07:40,1.6701,23,0.44,1.3,7.22,4.05,0.45,1.26,0.02,0
61,Exit Short,Short Exit,2021-05-28 07:50,1.6498,23,0.44,1.3,7.22,4.05,0.45,1.26,0.02,0
62,Entry Long,Long,2021-05-28 09:25,1.6671,23,-0.56,-1.47,6.66,-5.03,0,0,0.55,1.43
62,Exit Long,Long Exit,2021-05-28 09:30,1.6439,23,-0.56,-1.47,6.66,-5.03,0,0,0.55,1.43
63,Entry Short,Short,2021-05-28 09:35,1.6438,24,0.53,1.51,7.19,5,0.55,1.47,0.11,0.19
63,Exit Short,Short Exit,2021-05-28 10:00,1.6203,24,0.53,1.51,7.19,5,0.55,1.47,0.11,0.19
64,Entry Short,Short,2021-05-28 13:05,1.6663,24,0.21,0.67,7.40,1.84,0.25,0.69,0.04,0.03
64,Exit Short,Short Exit,2021-05-28 13:10,1.6564,24,0.21,0.67,7.40,1.84,0.25,0.69,0.04,0.03
65,Entry Long,Long,2021-05-28 15:15,1.5467,25,-0.51,-1.33,6.88,-4.5,0.38,0.98,0.59,1.52
65,Exit Long,Long Exit,2021-05-28 15:20,1.5274,25,-0.51,-1.33,6.88,-4.5,0.38,0.98,0.59,1.52
66,Entry Short,Short,2021-05-28 16:40,1.5432,25,-0.66,-1.56,6.22,-6.1,0.19,0.57,0.65,1.6
66,Exit Short,Short Exit,2021-05-28 16:55,1.5685,25,-0.66,-1.56,6.22,-6.1,0.19,0.57,0.65,1.6
67,Entry Short,Short,2021-05-28 17:25,1.5495,25,0.55,1.57,6.77,5.35,0.56,1.53,0.58,1.41
67,Exit Short,Short Exit,2021-05-28 17:55,1.5264,25,0.55,1.57,6.77,5.35,0.56,1.53,0.58,1.41
68,Entry Long,Long,2021-05-28 18:45,1.5144,26,-0.70,-1.78,6.07,-6.5,0.57,1.46,0.68,1.74
68,Exit Long,Long Exit,2021-05-28 20:25,1.4887,26,-0.70,-1.78,6.07,-6.5,0.57,1.46,0.68,1.74
69,Entry Long,Long,2021-05-29 01:50,1.5332,26,-0.39,-0.99,5.67,-3.91,0.11,0.29,0.38,0.95
69,Exit Long,Long Exit,2021-05-29 01:55,1.5193,26,-0.39,-0.99,5.67,-3.91,0.11,0.29,0.38,0.95
70,Entry Short,Short,2021-05-29 03:00,1.5361,26,0.35,1.04,6.02,3.62,0.38,1.04,0.22,0.46
70,Exit Short,Short Exit,2021-05-29 03:05,1.5214,26,0.35,1.04,6.02,3.62,0.38,1.04,0.22,0.46
71,Entry Short,Short,2021-05-29 05:35,1.5420,25,0.64,1.83,6.67,6.43,0.66,1.79,0.13,0.25
71,Exit Short,Short Exit,2021-05-29 05:50,1.5150,25,0.64,1.83,6.67,6.43,0.66,1.79,0.13,0.25
72,Entry Short,Short,2021-05-29 13:15,1.5511,25,0.28,0.87,6.95,2.59,0.29,0.83,0.02,0
72,Exit Short,Short Exit,2021-05-29 13:20,1.5388,25,0.28,0.87,6.95,2.59,0.29,0.83,0.02,0
73,Entry Short,Short,2021-05-29 14:50,1.5409,25,0.30,0.94,7.25,2.76,0.32,0.9,0.29,0.67
73,Exit Short,Short Exit,2021-05-29 15:50,1.5276,25,0.30,0.94,7.25,2.76,0.32,0.9,0.29,0.67
74,Entry Long,Long,2021-05-29 16:40,1.5050,26,-0.11,-0.29,7.14,-0.99,0.04,0.1,0.28,0.7
74,Exit Long,Long Exit,2021-05-29 16:45,1.5019,26,-0.11,-0.29,7.14,-0.99,0.04,0.1,0.28,0.7
75,Entry Long,Long,2021-05-29 18:05,1.4690,27,0.07,0.18,7.21,0.64,0.11,0.28,0.19,0.47
75,Exit Long,Long Exit,2021-05-29 18:10,1.4728,27,0.07,0.18,7.21,0.64,0.11,0.28,0.19,0.47
76,Entry Short,Short,2021-05-29 19:10,1.4778,27,-0.33,-0.68,6.87,-2.98,0.28,0.79,0.32,0.72
76,Exit Short,Short Exit,2021-05-29 19:35,1.4890,27,-0.33,-0.68,6.87,-2.98,0.28,0.79,0.32,0.72
77,Entry Short,Short,2021-05-29 19:55,1.4787,27,0.09,0.38,6.96,0.8,0.24,0.68,0.03,0.01
77,Exit Short,Short Exit,2021-05-29 20:00,1.4743,27,0.09,0.38,6.96,0.8,0.24,0.68,0.03,0.01
78,Entry Long,Long,2021-05-29 20:40,1.4807,27,0.14,0.35,7.10,1.26,0.15,0.39,0.22,0.56
78,Exit Long,Long Exit,2021-05-29 20:50,1.4870,27,0.14,0.35,7.10,1.26,0.15,0.39,0.22,0.56
79,Entry Short,Short,2021-05-29 21:05,1.4622,27,0.67,1.86,7.77,6.04,0.69,1.82,0.38,0.88
79,Exit Short,Short Exit,2021-05-29 21:50,1.4362,27,0.67,1.86,7.77,6.04,0.69,1.82,0.38,0.88
80,Entry Short,Short,2021-05-29 23:20,1.4176,28,0.52,1.48,8.29,4.44,0.54,1.44,0.38,0.87
80,Exit Short,Short Exit,2021-05-30 00:10,1.3978,28,0.52,1.48,8.29,4.44,0.54,1.44,0.38,0.87
81,Entry Long,Long,2021-05-30 00:45,1.3983,28,0.36,0.92,8.65,2.93,0.38,0.96,0.40,1.02
81,Exit Long,Long Exit,2021-05-30 01:00,1.4123,28,0.36,0.92,8.65,2.93,0.38,0.96,0.40,1.02
82,Entry Short,Short,2021-05-30 02:10,1.3889,28,0.60,1.7,9.25,4.74,0.61,1.66,0.18,0.38
82,Exit Short,Short Exit,2021-05-30 02:45,1.3664,28,0.60,1.7,9.25,4.74,0.61,1.66,0.18,0.38
83,Entry Long,Long,2021-05-30 03:15,1.3480,29,0.13,0.34,9.38,0.99,0.23,0.59,0.02,0.05
83,Exit Long,Long Exit,2021-05-30 03:20,1.3536,29,0.13,0.34,9.38,0.99,0.23,0.59,0.02,0.05
84,Entry Long,Long,2021-05-30 04:45,1.3634,29,-0.34,-0.87,9.04,-2.58,0.22,0.56,0.33,0.83
84,Exit Long,Long Exit,2021-05-30 05:10,1.3526,29,-0.34,-0.87,9.04,-2.58,0.22,0.56,0.33,0.83
85,Entry Short,Short,2021-05-30 05:15,1.3495,29,-0.67,-1.56,8.36,-5.16,0.43,1.18,0.66,1.6
85,Exit Short,Short Exit,2021-05-30 06:05,1.3716,29,-0.67,-1.56,8.36,-5.16,0.43,1.18,0.66,1.6
86,Entry Short,Short,2021-05-31 05:45,1.6305,24,0.24,0.77,8.60,1.94,0.26,0.73,0.20,0.44
86,Exit Short,Short Exit,2021-05-31 06:00,1.6192,24,0.24,0.77,8.60,1.94,0.26,0.73,0.20,0.44
87,Entry Long,Long,2021-05-31 08:35,1.5746,25,-0.31,-0.79,8.29,-2.47,0.18,0.46,0.30,0.75
87,Exit Long,Long Exit,2021-05-31 09:00,1.5634,25,-0.31,-0.79,8.29,-2.47,0.18,0.46,0.30,0.75
88,Entry Short,Short,2021-05-31 09:20,1.5775,25,1.17,3.13,9.47,9.55,1.19,3.1,0.23,0.5
88,Exit Short,Short Exit,2021-05-31 11:05,1.5293,25,1.17,3.13,9.47,9.55,1.19,3.1,0.23,0.5
