Trade #,Type,Signal,Date/Time,Price,Contracts,Profit €,Profit %,Cum. Profit €,Cum. Profit %,Run-up €,Run-up %,Drawdown €,Drawdown %
89,Entry Short,Short,2021-05-31 12:05,1.5361,26,-0.64,-1.45,8.82,-4.78,0.27,0.76,0.63,1.49
89,Exit Short,Short Exit,2021-05-31 12:25,1.5596,26,-0.64,-1.45,8.82,-4.78,0.27,0.76,0.63,1.49
90,Entry Short,Short,2021-05-31 12:40,1.5500,25,0.30,0.94,9.13,2.35,0.33,0.94,0.13,0.25
90,Exit Short,Short Exit,2021-05-31 12:45,1.5367,25,0.30,0.94,9.13,2.35,0.33,0.94,0.13,0.25
91,Entry Short,Short,2021-05-31 13:15,1.5422,25,-0.60,-1.4,8.52,-4.6,0.16,0.51,0.59,1.44
91,Exit Short,Short Exit,2021-05-31 14:15,1.5651,25,-0.60,-1.4,8.52,-4.6,0.16,0.51,0.59,1.44
92,Entry Long,Long,2021-06-02 01:00,1.7007,23,-0.33,-0.86,8.19,-2.67,0.21,0.54,0.35,0.9
92,Exit Long,Long Exit,2021-06-02 01:05,1.6875,23,-0.33,-0.86,8.19,-2.67,0.21,0.54,0.35,0.9
93,Entry Long,Long,2021-06-03 06:05,1.7670,22,-0.23,-0.58,7.96,-1.86,0.05,0.14,0.21,0.54
93,Exit Long,Long Exit,2021-06-03 06:35,1.7581,22,-0.23,-0.58,7.96,-1.86,0.05,0.14,0.21,0.54
94,Entry Short,Short,2021-06-03 07:15,1.7620,22,0.24,0.77,8.20,1.99,0.25,0.73,0.11,0.22
94,Exit Short,Short Exit,2021-06-03 07:35,1.7498,22,0.24,0.77,8.20,1.99,0.25,0.73,0.11,0.22
95,Entry Long,Long,2021-06-03 08:05,1.7376,23,0.13,0.33,8.33,1.09,0.17,0.43,0.02,0.05
95,Exit Long,Long Exit,2021-06-03 08:10,1.7448,23,0.13,0.33,8.33,1.09,0.17,0.43,0.02,0.05
96,Entry Short,Short,2021-06-03 09:00,1.7532,22,-0.25,-0.48,8.08,-2.02,0.24,0.7,0.25,0.56
96,Exit Short,Short Exit,2021-06-03 09:05,1.7631,22,-0.25,-0.48,8.08,-2.02,0.24,0.7,0.25,0.56
97,Entry Long,Long,2021-06-03 11:20,1.7302,23,-0.28,-0.7,7.80,-2.3,0.05,0.13,0.26,0.66
97,Exit Long,Long Exit,2021-06-03 11:30,1.7195,23,-0.28,-0.7,7.80,-2.3,0.05,0.13,0.26,0.66
98,Entry Long,Long,2021-06-04 04:55,1.8196,21,0.01,0.04,7.82,0.11,0.07,0.17,0.06,0.17
98,Exit Long,Long Exit,2021-06-04 05:00,1.8217,21,0.01,0.04,7.82,0.11,0.07,0.17,0.06,0.17
99,Entry Short,Short,2021-06-04 12:10,1.7450,22,-0.35,-0.76,7.46,-3,0.13,0.43,0.34,0.8
99,Exit Short,Short Exit,2021-06-04 12:25,1.7597,22,-0.35,-0.76,7.46,-3,0.13,0.43,0.34,0.8
100,Entry Short,Short,2021-06-04 12:50,1.7589,22,0.21,0.71,7.68,1.86,0.23,0.67,0.12,0.22
100,Exit Short,Short Exit,2021-06-04 13:15,1.7478,22,0.21,0.71,7.68,1.86,0.23,0.67,0.12,0.22
101,Entry Short,Short,2021-06-04 13:20,1.7438,22,0.41,1.24,8.09,3.54,0.43,1.2,0.17,0.36
101,Exit Short,Short Exit,2021-06-04 14:05,1.7236,22,0.41,1.24,8.09,3.54,0.43,1.2,0.17,0.36
102,Entry Long,Long,2021-06-04 14:55,1.6859,23,0.35,0.91,8.44,2.92,0.37,0.95,0.36,0.92
102,Exit Long,Long Exit,2021-06-04 15:05,1.7026,23,0.35,0.91,8.44,2.92,0.37,0.95,0.36,0.92
103,Entry Long,Long,2021-06-04 16:35,1.6566,24,0.82,2.06,9.26,6.57,0.83,2.1,0.72,1.8
103,Exit Long,Long Exit,2021-06-04 18:40,1.6920,24,0.82,2.06,9.26,6.57,0.83,2.1,0.72,1.8
104,Entry Short,Short,2021-06-05 18:10,1.7674,22,0.11,0.43,9.37,0.79,0.12,0.39,0.02,0
104,Exit Short,Short Exit,2021-06-05 18:15,1.7612,22,0.11,0.43,9.37,0.79,0.12,0.39,0.02,0
105,Entry Long,Long,2021-06-05 20:45,1.6856,23,-0.31,-0.81,9.05,-2.35,0.09,0.22,0.56,1.44
105,Exit Long,Long Exit,2021-06-05 20:50,1.6733,23,-0.31,-0.81,9.05,-2.35,0.09,0.22,0.56,1.44
106,Entry Short,Short,2021-06-05 21:55,1.6878,23,0.22,0.74,9.28,1.72,0.24,0.7,0.07,0.1
106,Exit Short,Short Exit,2021-06-05 22:00,1.6767,23,0.22,0.74,9.28,1.72,0.24,0.7,0.07,0.1
107,Entry Short,Short,2021-06-05 22:40,1.6802,23,0.22,0.73,9.50,1.67,0.24,0.69,0.04,0.01
107,Exit Short,Short Exit,2021-06-05 22:55,1.6692,23,0.22,0.73,9.50,1.67,0.24,0.69,0.04,0.01
108,Entry Long,Long,2021-06-06 00:25,1.6792,23,0.33,0.85,9.83,2.44,0.35,0.89,0.18,0.47
108,Exit Long,Long Exit,2021-06-06 00:50,1.6949,23,0.33,0.85,9.83,2.44,0.35,0.89,0.18,0.47
109,Entry Short,Short,2021-06-06 03:40,1.6787,23,-0.16,-0.26,9.67,-1.17,0,0.04,0.15,0.31
109,Exit Short,Short Exit,2021-06-06 03:45,1.6844,23,-0.16,-0.26,9.67,-1.17,0,0.04,0.15,0.31
110,Entry Short,Short,2021-06-06 03:55,1.6805,23,0.10,0.41,9.77,0.72,0.19,0.57,0.02,0
110,Exit Short,Short Exit,2021-06-06 04:00,1.6749,23,0.10,0.41,9.77,0.72,0.19,0.57,0.02,0
111,Entry Short,Short,2021-06-06 04:40,1.6787,23,0.06,0.32,9.83,0.46,0.08,0.28,0.05,0.04
111,Exit Short,Short Exit,2021-06-06 04:45,1.6746,23,0.06,0.32,9.83,0.46,0.08,0.28,0.05,0.04
112,Entry Short,Short,2021-06-06 05:50,1.6746,23,0.22,0.72,10.04,1.56,0.23,0.68,0.30,0.69
112,Exit Short,Short Exit,2021-06-06 06:15,1.6639,23,0.22,0.72,10.04,1.56,0.23,0.68,0.30,0.69
113,Entry Short,Short,2021-06-06 07:45,1.6302,24,-0.53,-1.2,9.51,-3.78,0.08,0.29,0.51,1.24
113,Exit Short,Short Exit,2021-06-06 08:05,1.6510,24,-0.53,-1.2,9.51,-3.78,0.08,0.29,0.51,1.24
114,Entry Short,Short,2021-06-06 21:35,1.6763,23,0.10,0.41,9.61,0.71,0.11,0.37,0.14,0.27
114,Exit Short,Short Exit,2021-06-06 22:15,1.6708,23,0.10,0.41,9.61,0.71,0.11,0.37,0.14,0.27
115,Entry Long,Long,2021-06-06 22:50,1.6613,24,0.02,0.04,9.63,0.12,0.04,0.1,0.12,0.31
115,Exit Long,Long Exit,2021-06-06 22:55,1.6633,24,0.02,0.04,9.63,0.12,0.04,0.1,0.12,0.31
116,Entry Long,Long,2021-06-06 23:30,1.6617,24,0.11,0.27,9.73,0.8,0.13,0.32,0.10,0.26
116,Exit Long,Long Exit,2021-06-06 23:45,1.6676,24,0.11,0.27,9.73,0.8,0.13,0.32,0.10,0.26
117,Entry Short,Short,2021-06-07 02:05,1.6819,23,0.18,0.63,9.92,1.32,0.20,0.59,0.09,0.15
117,Exit Short,Short Exit,2021-06-07 03:00,1.6727,23,0.18,0.63,9.92,1.32,0.20,0.59,0.09,0.15
118,Entry Long,Long,2021-06-07 03:55,1.6685,23,-0.05,-0.14,9.86,-0.39,0.02,0.04,0.07,0.18
118,Exit Long,Long Exit,2021-06-07 04:00,1.6675,23,-0.05,-0.14,9.86,-0.39,0.02,0.04,0.07,0.18
119,Entry Long,Long,2021-06-07 04:30,1.6640,24,-0.10,-0.24,9.77,-0.7,0,0,0.10,0.26
119,Exit Long,Long Exit,2021-06-07 04:35,1.6613,24,-0.10,-0.24,9.77,-0.7,0,0,0.10,0.26
120,Entry Long,Long,2021-06-08 02:30,1.6939,23,-0.37,-0.96,9.39,-2.72,0,0,0.36,0.92
120,Exit Long,Long Exit,2021-06-08 03:00,1.6790,23,-0.37,-0.96,9.39,-2.72,0,0,0.36,0.92
121,Entry Long,Long,2021-06-08 03:40,1.6737,23,-0.14,-0.37,9.25,-1.07,0.01,0.03,0.13,0.35
121,Exit Long,Long Exit,2021-06-08 03:45,1.6688,23,-0.14,-0.37,9.25,-1.07,0.01,0.03,0.13,0.35
122,Entry Long,Long,2021-06-08 04:15,1.6611,24,-0.10,-0.24,9.15,-0.73,0.12,0.29,0.20,0.5
122,Exit Long,Long Exit,2021-06-08 04:20,1.6584,24,-0.10,-0.24,9.15,-0.73,0.12,0.29,0.20,0.5
123,Entry Short,Short,2021-06-08 05:20,1.6705,23,0.13,0.51,9.29,1.03,0.15,0.47,0.02,0
123,Exit Short,Short Exit,2021-06-08 05:30,1.6633,23,0.13,0.51,9.29,1.03,0.15,0.47,0.02,0
124,Entry Long,Long,2021-06-08 09:10,1.5824,25,-0.71,-1.8,8.58,-5.35,0.32,0.8,0.70,1.76
124,Exit Long,Long Exit,2021-06-08 09:30,1.5552,25,-0.71,-1.8,8.58,-5.35,0.32,0.8,0.70,1.76
125,Entry Short,Short,2021-06-08 10:35,1.5691,25,-0.25,-0.49,8.32,-2.02,0.14,0.44,0.24,0.53
125,Exit Short,Short Exit,2021-06-08 10:50,1.5780,25,-0.25,-0.49,8.32,-2.02,0.14,0.44,0.24,0.53
126,Entry Short,Short,2021-06-08 11:05,1.5710,25,0.19,0.65,8.51,1.57,0.21,0.61,0.16,0.32
126,Exit Short,Short Exit,2021-06-08 11:30,1.5620,25,0.19,0.65,8.51,1.57,0.21,0.61,0.16,0.32
127,Entry Short,Short,2021-06-08 13:30,1.5228,26,-0.35,-0.71,8.17,-2.77,0,0.05,0.33,0.76
127,Exit Short,Short Exit,2021-06-08 13:35,1.5349,26,-0.35,-0.71,8.17,-2.77,0,0.05,0.33,0.76
128,Entry Short,Short,2021-06-08 14:00,1.5316,26,0.22,0.72,8.39,1.83,0.24,0.68,0.22,0.46
128,Exit Short,Short Exit,2021-06-08 14:20,1.5218,26,0.22,0.72,8.39,1.83,0.24,0.68,0.22,0.46
129,Entry Long,Long,2021-06-08 16:20,1.5185,26,0.50,1.28,8.90,4.07,0.52,1.32,0.12,0.3
129,Exit Long,Long Exit,2021-06-08 16:25,1.5391,26,0.50,1.28,8.90,4.07,0.52,1.32,0.12,0.3
130,Entry Short,Short,2021-06-08 16:55,1.5332,26,-0.23,-0.43,8.66,-1.82,0.19,0.55,0.22,0.47
130,Exit Short,Short Exit,2021-06-08 17:00,1.5410,26,-0.23,-0.43,8.66,-1.82,0.19,0.55,0.22,0.47
131,Entry Long,Long,2021-06-08 20:15,1.5240,26,0.30,0.76,8.96,2.38,0.32,0.8,0.27,0.67
131,Exit Long,Long Exit,2021-06-08 20:55,1.5368,26,0.30,0.76,8.96,2.38,0.32,0.8,0.27,0.67
132,Entry Long,Long,2021-06-08 23:35,1.4561,27,-0.22,-0.56,8.74,-1.7,0.21,0.54,0.20,0.52
132,Exit Long,Long Exit,2021-06-08 23:40,1.4491,27,-0.22,-0.56,8.74,-1.7,0.21,0.54,0.20,0.52
133,Entry Long,Long,2021-06-09 00:40,1.4208,28,0.38,0.95,9.12,2.98,0.42,1.06,0.03,0.08
133,Exit Long,Long Exit,2021-06-09 00:45,1.4355,28,0.38,0.95,9.12,2.98,0.42,1.06,0.03,0.08
134,Entry Long,Long,2021-06-09 11:40,1.4995,26,0.40,1.03,9.52,3.07,0.42,1.07,0.07,0.18
134,Exit Long,Long Exit,2021-06-09 11:45,1.5162,26,0.40,1.03,9.52,3.07,0.42,1.07,0.07,0.18
135,Entry Long,Long,2021-06-10 11:55,1.6044,24,0.15,0.38,9.67,1.08,0.16,0.42,0.10,0.25
135,Exit Long,Long Exit,2021-06-10 12:00,1.6118,24,0.15,0.38,9.67,1.08,0.16,0.42,0.10,0.25
136,Entry Long,Long,2021-06-10 14:45,1.5754,25,-0.14,-0.36,9.53,-1.03,0.07,0.19,0.13,0.32
136,Exit Long,Long Exit,2021-06-10 14:50,1.5710,25,-0.14,-0.36,9.53,-1.03,0.07,0.19,0.13,0.32
137,Entry Short,Short,2021-06-10 16:30,1.5725,25,0.18,0.61,9.71,1.32,0.20,0.58,0.02,0
137,Exit Short,Short Exit,2021-06-10 16:35,1.5641,25,0.18,0.61,9.71,1.32,0.20,0.58,0.02,0
138,Entry Short,Short,2021-06-10 17:05,1.5655,25,-0.29,-0.59,9.41,-2.14,0.09,0.31,0.28,0.63
138,Exit Short,Short Exit,2021-06-10 17:20,1.5760,25,-0.29,-0.59,9.41,-2.14,0.09,0.31,0.28,0.63
139,Entry Long,Long,2021-06-10 18:25,1.5438,25,0.03,0.07,9.44,0.2,0.11,0.3,0.03,0.08
139,Exit Long,Long Exit,2021-06-10 18:30,1.5461,25,0.03,0.07,9.44,0.2,0.11,0.3,0.03,0.08
140,Entry Long,Long,2021-06-10 22:45,1.5634,25,0.08,0.21,9.52,0.62,0.16,0.42,0.02,0.05
140,Exit Long,Long Exit,2021-06-10 22:55,1.5680,25,0.08,0.21,9.52,0.62,0.16,0.42,0.02,0.05
141,Entry Short,Short,2021-06-10 23:10,1.5499,25,0.67,1.88,10.19,4.93,0.68,1.84,0.31,0.71
141,Exit Short,Short Exit,2021-06-11 02:10,1.5220,25,0.67,1.88,10.19,4.93,0.68,1.84,0.31,0.71
142,Entry Long,Long,2021-06-11 02:50,1.5298,26,0.18,0.46,10.37,1.28,0.20,0.5,0.17,0.44
142,Exit Long,Long Exit,2021-06-11 03:25,1.5380,26,0.18,0.46,10.37,1.28,0.20,0.5,0.17,0.44
143,Entry Short,Short,2021-06-11 03:40,1.5304,26,-0.26,-0.49,10.11,-1.8,0,0.04,0.28,0.63
143,Exit Short,Short Exit,2021-06-11 03:45,1.5391,26,-0.26,-0.49,10.11,-1.8,0,0.04,0.28,0.63
144,Entry Short,Short,2021-06-11 03:55,1.5298,26,-0.28,-0.55,9.83,-2.01,0.02,0.12,0.27,0.59
144,Exit Short,Short Exit,2021-06-11 04:00,1.5395,26,-0.28,-0.55,9.83,-2.01,0.02,0.12,0.27,0.59
145,Entry Short,Short,2021-06-11 04:10,1.5314,26,0.26,0.81,10.09,1.88,0.28,0.77,0.21,0.45
145,Exit Short,Short Exit,2021-06-11 05:05,1.5202,26,0.26,0.81,10.09,1.88,0.28,0.77,0.21,0.45
146,Entry Short,Short,2021-06-11 08:10,1.5498,25,0.24,0.77,10.33,1.68,0.25,0.73,0.06,0.08
146,Exit Short,Short Exit,2021-06-11 08:45,1.5391,25,0.24,0.77,10.33,1.68,0.25,0.73,0.06,0.08
147,Entry Long,Long,2021-06-11 09:20,1.5318,26,-0.21,-0.52,10.12,-1.44,0.05,0.14,0.31,0.79
147,Exit Long,Long Exit,2021-06-11 09:25,1.5251,26,-0.21,-0.52,10.12,-1.44,0.05,0.14,0.31,0.79
148,Entry Long,Long,2021-06-11 15:45,1.5049,26,-0.07,-0.17,10.05,-0.48,0.09,0.23,0.05,0.14
148,Exit Long,Long Exit,2021-06-11 15:50,1.5035,26,-0.07,-0.17,10.05,-0.48,0.09,0.23,0.05,0.14
149,Entry Long,Long,2021-06-11 16:20,1.5032,26,0.15,0.39,10.21,1.09,0.17,0.43,0.10,0.25
149,Exit Long,Long Exit,2021-06-11 16:30,1.5103,26,0.15,0.39,10.21,1.09,0.17,0.43,0.10,0.25
150,Entry Short,Short,2021-06-11 16:50,1.5018,26,-0.33,-0.68,9.88,-2.31,0,0.05,0.31,0.72
150,Exit Short,Short Exit,2021-06-11 17:00,1.5132,26,-0.33,-0.68,9.88,-2.31,0,0.05,0.31,0.72
151,Entry Short,Short,2021-06-11 17:25,1.5144,26,-0.09,-0.07,9.79,-0.66,0.03,0.16,0.11,0.2
151,Exit Short,Short Exit,2021-06-11 17:30,1.5167,26,-0.09,-0.07,9.79,-0.66,0.03,0.16,0.11,0.2
152,Entry Short,Short,2021-06-11 17:35,1.5110,26,-0.23,-0.44,9.55,-1.7,0.16,0.5,0.22,0.48
152,Exit Short,Short Exit,2021-06-11 18:05,1.5188,26,-0.23,-0.44,9.55,-1.7,0.16,0.5,0.22,0.48
153,Entry Long,Long,2021-06-12 01:15,1.4953,26,-0.16,-0.4,9.40,-1.15,0.03,0.09,0.18,0.45
153,Exit Long,Long Exit,2021-06-12 01:20,1.4905,26,-0.16,-0.4,9.40,-1.15,0.03,0.09,0.18,0.45
154,Entry Short,Short,2021-06-12 03:05,1.4769,27,0.13,0.48,9.52,0.95,0.14,0.44,0.05,0.05
154,Exit Short,Short Exit,2021-06-12 03:10,1.4710,27,0.13,0.48,9.52,0.95,0.14,0.44,0.05,0.05
155,Entry Long,Long,2021-06-12 04:05,1.4600,27,0.14,0.35,9.66,1.02,0.19,0.48,0.02,0.06
155,Exit Long,Long Exit,2021-06-12 04:10,1.4663,27,0.14,0.35,9.66,1.02,0.19,0.48,0.02,0.06
156,Entry Short,Short,2021-06-12 07:45,1.4430,27,0.21,0.7,9.87,1.53,0.22,0.66,0.18,0.39
156,Exit Short,Short Exit,2021-06-12 08:10,1.4341,27,0.21,0.7,9.87,1.53,0.22,0.66,0.18,0.39
157,Entry Long,Long,2021-06-12 09:45,1.4182,28,0.20,0.51,10.07,1.45,0.31,0.78,0.14,0.34
157,Exit Long,Long Exit,2021-06-12 09:50,1.4265,28,0.20,0.51,10.07,1.45,0.31,0.78,0.14,0.34
158,Entry Short,Short,2021-06-12 10:25,1.4226,28,0.30,0.91,10.37,2.12,0.38,1.05,0.13,0.23
158,Exit Short,Short Exit,2021-06-12 10:30,1.4108,28,0.30,0.91,10.37,2.12,0.38,1.05,0.13,0.23
159,Entry Long,Long,2021-06-12 12:25,1.3930,28,-0.26,-0.67,10.11,-1.81,0,0,0.25,0.63
159,Exit Long,Long Exit,2021-06-12 12:30,1.3848,28,-0.26,-0.67,10.11,-1.81,0,0,0.25,0.63
160,Entry Short,Short,2021-06-12 13:35,1.3788,29,0.36,1.07,10.47,2.57,0.38,1.03,0.20,0.41
160,Exit Short,Short Exit,2021-06-12 13:50,1.3652,29,0.36,1.07,10.47,2.57,0.38,1.03,0.20,0.41
161,Entry Long,Long,2021-06-12 14:20,1.3729,29,0.30,0.76,10.77,2.08,0.32,0.8,0.03,0.08
161,Exit Long,Long Exit,2021-06-12 14:30,1.3844,29,0.30,0.76,10.77,2.08,0.32,0.8,0.03,0.08
162,Entry Long,Long,2021-06-13 14:35,1.4496,27,-0.23,-0.59,10.54,-1.56,0,0,0.22,0.55
162,Exit Long,Long Exit,2021-06-13 14:45,1.4422,27,-0.23,-0.59,10.54,-1.56,0,0,0.22,0.55
163,Entry Short,Short,2021-06-13 16:10,1.4414,27,-0.28,-0.55,10.27,-1.9,0.21,0.61,0.26,0.59
163,Exit Short,Short Exit,2021-06-13 17:30,1.4505,27,-0.28,-0.55,10.27,-1.9,0.21,0.61,0.26,0.59
164,Entry Short,Short,2021-06-13 17:50,1.4434,27,0.19,0.64,10.45,1.32,0.20,0.6,0.09,0.15
164,Exit Short,Short Exit,2021-06-13 18:20,1.4353,27,0.19,0.64,10.45,1.32,0.20,0.6,0.09,0.15
165,Entry Short,Short,2021-06-13 20:15,1.4434,27,0.12,0.46,10.57,0.81,0.13,0.42,0.12,0.23
165,Exit Short,Short Exit,2021-06-13 20:40,1.4379,27,0.12,0.46,10.57,0.81,0.13,0.42,0.12,0.23
166,Entry Long,Long,2021-06-13 23:50,1.4065,28,-0.14,-0.36,10.43,-0.98,0.03,0.09,0.14,0.36
166,Exit Long,Long Exit,2021-06-13 23:55,1.4025,28,-0.14,-0.36,10.43,-0.98,0.03,0.09,0.14,0.36
167,Entry Long,Long,2021-06-14 16:00,1.5479,25,-0.45,-1.17,9.97,-3.14,0,0,0.44,1.13
167,Exit Long,Long Exit,2021-06-14 17:00,1.5310,25,-0.45,-1.17,9.97,-3.14,0,0,0.44,1.13
168,Entry Long,Long,2021-06-14 18:15,1.5209,26,0.15,0.37,10.12,1.06,0.31,0.78,0.05,0.13
168,Exit Long,Long Exit,2021-06-14 18:20,1.5278,26,0.15,0.37,10.12,1.06,0.31,0.78,0.05,0.13
169,Entry Long,Long,2021-06-14 19:15,1.5143,26,0.10,0.26,10.22,0.72,0.12,0.3,0.09,0.22
169,Exit Long,Long Exit,2021-06-14 19:30,1.5194,26,0.10,0.26,10.22,0.72,0.12,0.3,0.09,0.22
170,Entry Short,Short,2021-06-14 20:10,1.5211,26,0.06,0.32,10.29,0.45,0.12,0.38,0.02,0
170,Exit Short,Short Exit,2021-06-14 20:15,1.5174,26,0.06,0.32,10.29,0.45,0.12,0.38,0.02,0
171,Entry Long,Long,2021-06-15 21:05,1.5841,25,-0.37,-0.93,9.92,-2.57,0.11,0.29,0.35,0.89
171,Exit Long,Long Exit,2021-06-15 21:45,1.5707,25,-0.37,-0.93,9.92,-2.57,0.11,0.29,0.35,0.89
172,Entry Short,Short,2021-06-16 01:30,1.5578,25,-0.12,-0.16,9.80,-0.89,0.07,0.26,0.11,0.2
172,Exit Short,Short Exit,2021-06-16 01:35,1.5615,25,-0.12,-0.16,9.80,-0.89,0.07,0.26,0.11,0.2
173,Entry Short,Short,2021-06-16 02:00,1.5649,25,-0.16,-0.25,9.64,-1.15,0.13,0.42,0.14,0.29
173,Exit Short,Short Exit,2021-06-16 02:05,1.5700,25,-0.16,-0.25,9.64,-1.15,0.13,0.42,0.14,0.29
174,Entry Long,Long,2021-06-16 19:20,1.5524,25,-0.08,-0.21,9.56,-0.59,0.03,0.09,0.07,0.17
174,Exit Long,Long Exit,2021-06-16 19:25,1.5504,25,-0.08,-0.21,9.56,-0.59,0.03,0.09,0.07,0.17
175,Entry Long,Long,2021-06-16 21:50,1.5176,26,-0.34,-0.85,9.22,-2.48,0,0,0.32,0.81
175,Exit Long,Long Exit,2021-06-16 22:10,1.5059,26,-0.34,-0.85,9.22,-2.48,0,0,0.32,0.81
176,Entry Short,Short,2021-06-16 22:50,1.5117,26,-0.28,-0.55,8.94,-2.11,0.04,0.19,0.26,0.59
176,Exit Short,Short Exit,2021-06-16 23:15,1.5212,26,-0.28,-0.55,8.94,-2.11,0.04,0.19,0.26,0.59
177,Entry Short,Short,2021-06-16 23:25,1.5132,26,0.18,0.62,9.12,1.38,0.19,0.58,0.22,0.48
